Game Turn, Player, Operation, Notes, Team, Team Notes, Team Members, Terrain
227, 1, Operation Attack Barb Camp running
227, 1, Attack Barb Camp, ,0, Ready, UNIT_SPEARMAN; 
346, 2, City Defense, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_MACHINE_GUN
346, 2, City Defense, Operation complete
346, 2, Attack Barb Camp, No recruits to reach minimum, , , 
346, 2, Attack Barb Camp, No recruits to reach minimum, , , 
346, 2, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ROCKET_ARTILLERY
346, 2, Attack Walled City, No recruits to reach minimum, , , 
346, 2, Attack Walled City, No recruits to reach minimum, , , 
346, 2, Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_JET_BOMBER
346, 2, Naval Superiority, No recruits to reach minimum, , , 
346, 2, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_INFANTRY
346, 3, Operation Attack Barb Camp running
346, 3, Attack Barb Camp, ,0, Not Ready, 
346, 3, Operation Settle New City running
346, Settle New City, 3, , Battle line, 4:26, 0 endangered
346, 3, Settle New City, ,0, Ready, UNIT_AT_CREW; UNIT_SETTLER; 
346, 3, Operation Naval Superiority running
346, 3, Naval Superiority, ,0, Not Ready, 
346, 3, Attack Walled City, Started
346, 3, Settle New City, No recruits to reach minimum, , , 
346, 3, Settle New City, No recruits to match strength, , Enemy Str: 75.0, 
346, 3, Settle New City, No recruits to reach minimum, , , 
346, 3, Settle New City, No recruits to match strength, , Enemy Str: 75.0, 
346, 3, Settle New City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_BOMBER
346, 3, Settle New City, Operation Move, UNIT_AT_CREW, 3:24, 65:13, 2:23
346, 3, Settle New City, Operation Move, UNIT_SETTLER, 6:28, 65:12, 4:25
346, 3, Attack Walled City, No recruits to reach minimum, , , 
346, 3, Attack Walled City, No recruits to reach minimum, , , 
346, 3, Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_BOMBER
346, 3, Attack Barb Camp, No recruits to reach minimum, , , 
346, 3, Attack Barb Camp, No recruits to reach minimum, , , 
346, 3, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_BOMBER
346, 3, Naval Superiority, No recruits to reach minimum, , , 
346, 3, Naval Superiority, No recruits to reach minimum, , , 
346, 3, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AT_CREW
346, 4, Operation Attack Walled City running
346, Attack Walled City, 4, , Battle line, 61:29, 0 endangered
346, 4, Attack Walled City, ,0, Not Ready, UNIT_FIELD_CANNON; 
346, 4, Attack Walled City, ,1, Ready, 
346, 4, Operation Attack Barb Camp running
346, 4, Attack Barb Camp, ,0, Not Ready, 
346, 4, Operation Settle New City running
346, 4, Settle New City, ,0, Ready, UNIT_BOMBARD; UNIT_SETTLER; UNIT_LINE_INFANTRY; 
346, 4, Operation Naval Superiority running
346, 4, Naval Superiority, ,0, Not Ready, 
346, 4, Settle New City, No recruits to reach minimum, , , 
346, 4, Settle New City, No recruits to match strength, , Enemy Str: 65.0, 
346, 4, Settle New City, No recruits to reach minimum, , , 
346, 4, Settle New City, No recruits to match strength, , Enemy Str: 65.0, 
346, 4, Settle New City, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_FIELD_CANNON
346, 4, Settle New City, Operation Move, UNIT_BOMBARD, 64:18, 63:17, 63:17
346, 4, Settle New City, Operation Move, UNIT_SETTLER, 63:18, 62:15, 62:17
346, 4, Settle New City, Operation Move, UNIT_LINE_INFANTRY, 62:17, 62:15, 62:17
346, 4, Attack Barb Camp, No recruits to reach minimum, , , 
346, 4, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_FIELD_CANNON
346, 4, Attack Walled City, No recruits to reach minimum, , , 
346, 4, Attack Walled City, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_FIELD_CANNON
346, 4, Attack Walled City, Operation Move, UNIT_FIELD_CANNON, 62:28, 62:28, 62:28
346, 4, Naval Superiority, No recruits to reach minimum, , , 
346, 4, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_LINE_INFANTRY
346, 5, City Defense, Started
346, 5, Operation City Defense running
346, 5, City Defense, ,0, Ready, UNIT_CHINESE_CROUCHING_TIGER; 
346, 5, Operation Settle New City running
346, 5, Settle New City, ,0, Not Ready, 
346, 5, Operation Naval Superiority running
346, 5, Naval Superiority, ,0, Not Ready, 
346, 5, Operation City Defense running
346, 5, City Defense, ,0, Ready, 
346, 5, City Defense, No recruits to reach minimum, , , 
346, 5, City Defense, Recruiting strength, , Enemy Str: 75.0, UNIT_AT_CREW
346, 5, City Defense, Operation Recruit, 1 units, Recruited 1, Contract for: UNIT_MECHANIZED_INFANTRY
346, 5, City Defense, No recruits to reach minimum, , , 
346, 5, City Defense, No recruits to match strength, , Enemy Str: 75.0, 
346, 5, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_MECHANIZED_INFANTRY
346, 5, City Defense, Operation Move, UNIT_CHINESE_CROUCHING_TIGER, 29:37, 23:29, 27:33
346, 5, Naval Superiority, No recruits to reach minimum, , , 
346, 5, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
346, 6, Operation Naval Superiority running
346, Naval Superiority, 6, , Battle line, 70:11, 0 endangered
346, 6, Naval Superiority, ,0, Ready, UNIT_IRONCLAD; 
346, 6, Naval Superiority, No recruits to reach minimum, , , 
346, 6, Naval Superiority, No recruits to match strength, , Enemy Str: 225.0, 
346, 6, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AT_CREW
346, 8, Operation Naval Superiority running
346, 8, Naval Superiority, ,0, Not Ready, 
346, 8, Naval Superiority, No recruits to reach minimum, , , 
346, 8, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AT_CREW
346, 9, Operation City Defense running
346, 9, City Defense, ,0, Ready, UNIT_BOMBARD; 
346, 9, City Defense, No recruits to reach minimum, , , 
346, 9, City Defense, No recruits to match strength, , Enemy Str: 45.0, 
346, 9, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AT_CREW
346, 9, City Defense, Operation Move, UNIT_BOMBARD, 21:20, 19:20, 19:20
346, 11, Operation Naval Superiority running
346, 11, Naval Superiority, ,0, Ready, UNIT_IRONCLAD; 
346, 11, Naval Superiority, No recruits to reach minimum, , , 
346, 11, Naval Superiority, No recruits to match strength, , Enemy Str: 225.0, 
346, 11, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AT_CREW
346, 12, Operation Naval Superiority running
346, 12, Naval Superiority, ,0, Not Ready, 
346, 12, Naval Superiority, No recruits to reach minimum, , , 
346, 12, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
346, 13, Operation Naval Superiority running
346, 13, Naval Superiority, ,0, Not Ready, 
346, 13, Operation Attack Barb Camp running
346, Attack Barb Camp, 13, , Battle line, 1073741825:28, 0 endangered
346, 13, Attack Barb Camp, ,0, Ready, UNIT_FIELD_CANNON; UNIT_AT_CREW; 
346, 13, Attack Barb Camp, No recruits to reach minimum, , , 
346, 13, Attack Barb Camp, No recruits to match strength, , Enemy Str: 37.5, 
346, 13, Attack Barb Camp, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_AT_CREW
346, 13, Attack Barb Camp, Operation Attack Units, UNIT_FIELD_CANNON, At 1:24, Move 1:32, Attack -9999:-9999
346, 13, Attack Barb Camp, Operation Attack Units, UNIT_AT_CREW, At 0:32, Move 1:32, Attack -9999:-9999
346, 13, Naval Superiority, No recruits to reach minimum, , , 
346, 13, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
346, 14, Operation Naval Superiority running
346, 14, Naval Superiority, ,0, Ready, UNIT_IRONCLAD; 
346, 14, Naval Superiority, No recruits to reach minimum, , , 
346, 14, Naval Superiority, No recruits to match strength, , Enemy Str: 225.0, 
346, 14, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AT_CREW
346, 14, Naval Superiority, Operation Move, UNIT_IRONCLAD, 24:16, 61:18, 18:16
346, 63, Operation Barbarian City Assault running
346, 63, Barbarian City Assault, ,0, Not Ready, 
346, 63, Operation Barbarian City Assault running
346, 63, Barbarian City Assault, ,0, Not Ready, 
346, 63, Operation Barbarian Attack running
346, 63, Barbarian Attack, ,0, Not Ready, 
346, 63, Operation Barbarian City Assault running
346, 63, Barbarian City Assault, ,0, Not Ready, 
346, 63, Operation Barbarian City Assault running
346, 63, Barbarian City Assault, ,0, Not Ready, 
346, 63, Operation Barbarian Attack running
346, 63, Barbarian Attack, ,0, Not Ready, 
346, 63, Operation Barbarian City Assault running
346, 63, Barbarian City Assault, ,0, Not Ready, 
346, 63, Operation Barbarian Attack running
346, Barbarian Attack, 63, , Battle line, 60:6, 0 endangered
346, 63, Barbarian Attack, ,0, Not Ready, UNIT_LINE_INFANTRY; UNIT_LINE_INFANTRY; 
346, 63, Operation Barbarian Attack running
346, 63, Barbarian Attack, ,0, Not Ready, 
346, 63, Operation Barbarian City Assault running
346, 63, Barbarian City Assault, ,0, Not Ready, 
346, 63, Operation Barbarian Builder Capture running
346, 63, Barbarian Builder Capture, ,0, Ready, UNIT_BUILDER; UNIT_MAN_AT_ARMS; 
346, 63, Barbarian Attack, Operation Attack Units, UNIT_LINE_INFANTRY, At 61:6, Move 60:7, Attack -9999:-9999
346, 63, Barbarian Attack, Operation Attack Units, UNIT_LINE_INFANTRY, At 61:5, Move 59:7, Attack -9999:-9999
346, 63, Barbarian Builder Capture, Operation Move, UNIT_BUILDER, 65:4, 34:42, 65:4
346, 63, Barbarian Builder Capture, Operation Move, UNIT_MAN_AT_ARMS, 65:4, 34:42, 65:4
347, 1, City Defense, Started
347, 1, Operation City Defense running
347, 1, City Defense, ,0, Not Ready, 
347, 1, Operation Attack Walled City running
347, 1, Attack Walled City, ,0, Not Ready, 
347, 1, Attack Walled City, ,1, Ready, 
347, 1, Operation Attack Walled City running
347, 1, Attack Walled City, ,0, Not Ready, 
347, 1, Attack Walled City, ,1, Ready, 
347, 1, Operation Settle New City running
347, Settle New City, 1, , Battle line, 53:14, 1 endangered
347, 1, Settle New City, ,0, Not Ready, UNIT_SETTLER; 
347, 1, City Defense, No recruits to reach minimum, , , 
347, 1, City Defense, No recruits to match strength, , Enemy Str: 365.0, 
347, 1, City Defense, No recruits to reach minimum, , , 
347, 1, City Defense, No recruits to match strength, , Enemy Str: 365.0, 
347, 1, City Defense, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARTILLERY
347, 1, Settle New City, No recruits to reach minimum, , , 
347, 1, Settle New City, No recruits to match strength, , Enemy Str: 65.0, 
347, 1, Settle New City, No recruits to reach minimum, , , 
347, 1, Settle New City, No recruits to match strength, , Enemy Str: 65.0, 
347, 1, Settle New City, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARTILLERY
347, 1, Settle New City, Operation Protect Units, UNIT_SETTLER, Move 57 16
347, 1, City Defense, Operation complete
347, 1, Attack Walled City, No recruits to reach minimum, , , 
347, 1, Attack Walled City, No recruits to reach minimum, , , 
347, 1, Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARTILLERY
347, 1, Attack Walled City, No recruits to reach minimum, , , 
347, 1, Attack Walled City, No recruits to reach minimum, , , 
347, 1, Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARTILLERY
347, 1, Attack Walled City, Operation complete
347, 1, Attack Walled City, Operation complete
347, 2, City Defense, Started
347, 2, Operation City Defense running
347, 2, City Defense, ,0, Ready, 
347, 2, Operation Naval Superiority running
347, 2, Naval Superiority, ,0, Not Ready, 
347, 2, Operation Settle New City running
347, 2, Settle New City, ,0, Not Ready, 
347, 2, Operation Attack Walled City running
347, 2, Attack Walled City, ,0, Not Ready, 
347, 2, Operation Attack Barb Camp running
347, 2, Attack Barb Camp, ,0, Not Ready, 
347, 2, City Defense, No recruits to reach minimum, , , 
347, 2, City Defense, No recruits to match strength, , Enemy Str: 50.0, 
347, 2, City Defense, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_MACHINE_GUN
347, 2, City Defense, Operation complete
347, 2, Attack Barb Camp, No recruits to reach minimum, , , 
347, 2, Attack Barb Camp, No recruits to reach minimum, , , 
347, 2, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ROCKET_ARTILLERY
347, 2, Attack Walled City, No recruits to reach minimum, , , 
347, 2, Attack Walled City, No recruits to reach minimum, , , 
347, 2, Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_JET_BOMBER
347, 2, Naval Superiority, No recruits to reach minimum, , , 
347, 2, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_INFANTRY
347, 3, Operation Attack Walled City running
347, 3, Attack Walled City, ,0, Not Ready, 
347, 3, Operation Attack Barb Camp running
347, 3, Attack Barb Camp, ,0, Not Ready, 
347, 3, Operation Settle New City running
347, Settle New City, 3, , Battle line, 11:24, 0 endangered
347, 3, Settle New City, ,0, Ready, UNIT_AT_CREW; UNIT_SETTLER; 
347, 3, Operation Naval Superiority running
347, 3, Naval Superiority, ,0, Not Ready, 
347, 3, Settle New City, No recruits to reach minimum, , , 
347, 3, Settle New City, No recruits to match strength, , Enemy Str: 75.0, 
347, 3, Settle New City, No recruits to reach minimum, , , 
347, 3, Settle New City, No recruits to match strength, , Enemy Str: 75.0, 
347, 3, Settle New City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_BOMBER
347, 3, Settle New City, Operation Move, UNIT_SETTLER, 4:25, 65:12, 5:24
347, 3, Attack Walled City, No recruits to reach minimum, , , 
347, 3, Attack Walled City, No recruits to reach minimum, , , 
347, 3, Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_BOMBER
347, 3, Attack Barb Camp, No recruits to reach minimum, , , 
347, 3, Attack Barb Camp, No recruits to reach minimum, , , 
347, 3, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_BOMBER
347, 3, Naval Superiority, No recruits to reach minimum, , , 
347, 3, Naval Superiority, No recruits to reach minimum, , , 
347, 3, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AT_CREW
347, 4, Operation Attack Walled City running
347, Attack Walled City, 4, , Battle line, 61:29, 0 endangered
347, 4, Attack Walled City, ,0, Not Ready, UNIT_FIELD_CANNON; 
347, 4, Attack Walled City, ,1, Ready, 
347, 4, Operation Attack Barb Camp running
347, 4, Attack Barb Camp, ,0, Not Ready, 
347, 4, Operation Settle New City running
347, 4, Settle New City, ,0, Ready, UNIT_BOMBARD; UNIT_SETTLER; UNIT_LINE_INFANTRY; 
347, 4, Operation Naval Superiority running
347, 4, Naval Superiority, ,0, Not Ready, 
347, 4, Settle New City, No recruits to reach minimum, , , 
347, 4, Settle New City, No recruits to match strength, , Enemy Str: 65.0, 
347, 4, Settle New City, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_FIELD_CANNON
347, 4, Settle New City, Operation Move, UNIT_BOMBARD, 63:17, 63:17, 63:17
347, 4, Settle New City, Operation Move, UNIT_SETTLER, 62:17, 62:15, 63:16
347, 4, Settle New City, Operation Move, UNIT_LINE_INFANTRY, 63:16, 62:15, 63:16
347, 4, Attack Walled City, No recruits to reach minimum, , , 
347, 4, Attack Walled City, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_FIELD_CANNON
347, 4, Attack Barb Camp, Operation complete
347, 4, Naval Superiority, No recruits to reach minimum, , , 
347, 4, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_LINE_INFANTRY
347, 5, Operation City Defense running
347, 5, City Defense, ,0, Ready, UNIT_CHINESE_CROUCHING_TIGER; 
347, 5, Operation Settle New City running
347, 5, Settle New City, ,0, Not Ready, 
347, 5, Operation Naval Superiority running
347, 5, Naval Superiority, ,0, Not Ready, 
347, 5, Operation City Defense running
347, 5, City Defense, ,0, Ready, UNIT_AT_CREW; 
347, 5, City Defense, Operation complete
347, 5, City Defense, Operation complete
347, 5, Naval Superiority, No recruits to reach minimum, , , 
347, 5, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
347, 6, Operation Naval Superiority running
347, 6, Naval Superiority, ,0, Ready, UNIT_IRONCLAD; 
347, 6, Naval Superiority, No recruits to reach minimum, , , 
347, 6, Naval Superiority, No recruits to match strength, , Enemy Str: 225.0, 
347, 6, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AT_CREW
347, 8, Operation Naval Superiority running
347, 8, Naval Superiority, ,0, Not Ready, 
347, 8, Naval Superiority, No recruits to reach minimum, , , 
347, 8, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AT_CREW
347, 9, Operation City Defense running
347, 9, City Defense, ,0, Ready, UNIT_BOMBARD; 
347, 9, City Defense, No recruits to reach minimum, , , 
347, 9, City Defense, No recruits to match strength, , Enemy Str: 45.0, 
347, 9, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AT_CREW
347, 11, Operation Naval Superiority running
347, 11, Naval Superiority, ,0, Ready, UNIT_IRONCLAD; 
347, 11, Naval Superiority, No recruits to reach minimum, , , 
347, 11, Naval Superiority, No recruits to match strength, , Enemy Str: 225.0, 
347, 11, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AT_CREW
347, 12, Operation Naval Superiority running
347, 12, Naval Superiority, ,0, Not Ready, 
347, 12, Naval Superiority, No recruits to reach minimum, , , 
